Project,Antipattern,File,Line from,Line to,Code fragment,Explanation
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,57,57,"public final TableField<CorpParkBaseRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'corp_park_base_id'. Consider renaming the primary key to include the table name for better clarity when joining tables.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,77,77,"public final TableField<CorpParkBaseRecord, Long> PARK_ID = createField(DSL.name(""park_id""), SQLDataType.BIGINT, this, """");",The 'park_id' column appears to reference the CorpPark table (which has PARK_PKEY on its ID column) but lacks a foreign key constraint. Add a foreign key constraint to ensure referential integrity between corp_park_base and corp_park tables.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,82,82,"public final TableField<CorpParkBaseRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column appears to reference the Corp table (which has CORP_PKEY on its ID column) but lacks a foreign key constraint. Add a foreign key constraint to maintain data integrity between corp_park_base and corp tables.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,102,102,"public final TableField<CorpParkBaseRecord, Long> ADDRESS_ID = createField(DSL.name(""address_id""), SQLDataType.BIGINT, this, """");",The 'address_id' column appears to reference the Address table (which has ADDRESS_PKEY on its ID column) but lacks a foreign key constraint. Add a foreign key constraint to ensure referential integrity between corp_park_base and address tables.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,87,87,"public final TableField<CorpParkBaseRecord, Double> AREA = createField(DSL.name(""area""), SQLDataType.DOUBLE.nullable(false), this, """");",The 'area' column uses DOUBLE which can cause precision loss for fixed-precision values like measurements. Consider using DECIMAL or NUMERIC type instead to ensure accurate storage and calculations.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/CorpParkBase.java,92,92,"public final TableField<CorpParkBaseRecord, Double> AREA_USE = createField(DSL.name(""area_use""), SQLDataType.DOUBLE.nullable(false), this, """");",The 'area_use' column uses DOUBLE which can cause precision loss for fixed-precision values like measurements. Consider using DECIMAL or NUMERIC type instead to ensure accurate storage and calculations.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpRole.java,56,56,"public final TableField<CorpRoleRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'corp_role_id'. Consider renaming the column to 'corp_role_id' to make it self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpRole.java,66,66,"public final TableField<CorpRoleRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the 'Corp' table but lacks a foreign key constraint, which could lead to orphaned records and data integrity issues. Add a foreign key constraint referencing the 'Corp' table's primary key (CORP_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CorpRoleMenu.java,56,56,"public final TableField<CorpRoleMenuRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key is named just 'id' which is a generic, non-descriptive name. Consider renaming it to something more meaningful like 'corp_role_menu_id' to make it self-documenting and avoid ambiguity in joins."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpRoleMenu.java,61,61,"public final TableField<CorpRoleMenuRecord, Long> ROLE_ID = createField(DSL.name(""role_id""), SQLDataType.BIGINT, this, """");","The 'role_id' column appears to reference the 'corp_role' table but lacks a foreign key constraint, which could lead to orphaned records and data integrity issues. Add a foreign key constraint referencing the CORP_ROLE_PKEY primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CorpRoleMenu.java,66,66,"public final TableField<CorpRoleMenuRecord, Long> MENU_ID = createField(DSL.name(""menu_id""), SQLDataType.BIGINT, this, """");","The 'menu_id' column appears to reference the 'sys_menu' table but lacks a foreign key constraint, risking referential integrity violations. Add a foreign key constraint referencing the SYS_MENU_PKEY primary key."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/Customer.java,57,57,"public final TableField<CustomerRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is named just 'id' which is a generic, non-descriptive name that doesn't convey the table context. Consider renaming it to 'customer_id' to make it more meaningful and to avoid ambiguity in queries with joins."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Customer.java,77,77,"public final TableField<CustomerRecord, Long> ADDRESS_ID = createField(DSL.name(""address_id""), SQLDataType.BIGINT, this, """");","The 'address_id' column appears to reference the Address table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Address.ID to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Customer.java,87,87,"public final TableField<CustomerRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, which could allow invalid corporation references. Add a foreign key constraint referencing Corp.ID to maintain data integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Customer.java,112,112,"public final TableField<CustomerRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");","The 'created_user_id' column appears to reference the Users table but lacks a foreign key constraint, which could result in references to non-existent users. Add a foreign key constraint referencing Users.ID to ensure valid user references."
hevan_agri-cloud,Fear of the Unknown,agri-mis/src/main/java/com/agri/mis/db/tables/Customer.java,92,92,"public final TableField<CustomerRecord, Boolean> IS_CUSTOMER = createField(DSL.name(""is_customer""), SQLDataType.BOOLEAN.defaultValue(DSL.field(""false"", SQLDataType.BOOLEAN)), this, """");","The 'is_customer' column has a default value but is still marked as NULLABLE, which is inconsistent since a column with a default value should typically not allow NULL. Either mark the column as NOT NULL or remove the default value if NULL is a valid state."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerLink.java,57,57,"public final TableField<CustomerLinkRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'customer_link_id'. Consider renaming the primary key to something more meaningful that identifies the entity, such as 'customer_link_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerLink.java,62,62,"public final TableField<CustomerLinkRecord, Long> CUSTOMER_ID = createField(DSL.name(""customer_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'customer_id' column appears to reference the Customer table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Customer table's primary key (CUSTOMER_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerTrace.java,58,58,"public final TableField<CustomerTraceRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'customer_trace_id'. Consider renaming the primary key to 'customer_trace_id' to make it self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerTrace.java,63,63,"public final TableField<CustomerTraceRecord, Long> CUSTOMER_ID = createField(DSL.name(""customer_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'customer_id' column appears to reference the Customer table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Customer table's primary key (CUSTOMER_PKEY)."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerTrace.java,93,93,"public final TableField<CustomerTraceRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, risking referential integrity issues. Add a foreign key constraint referencing the Corp table's primary key (CORP_PKEY)."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/CustomerTrace.java,103,103,"public final TableField<CustomerTraceRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");","The 'created_user_id' column appears to reference the Users table but lacks a foreign key constraint, which could allow invalid user references. Add a foreign key constraint referencing the Users table's primary key (USERS_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/DocResource.java,57,57,"public final TableField<DocResourceRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'doc_resource_id'. Consider renaming the column to 'doc_resource_id' to make foreign key references self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/DocResource.java,97,97,"public final TableField<DocResourceRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the 'corp' table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Corp table's primary key (CORP_PKEY)."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/DocResource.java,107,107,"public final TableField<DocResourceRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");","The 'created_user_id' column appears to reference the 'users' table but lacks a foreign key constraint, risking referential integrity issues. Add a foreign key constraint referencing the Users table's primary key (USERS_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MarkCategory.java,56,56,"public final TableField<MarkCategoryRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'mark_category_id'. Consider renaming the column to include the table name for clarity and to avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MarkCategory.java,71,71,"public final TableField<MarkCategoryRecord, Long> PARENT_ID = createField(DSL.name(""parent_id""), SQLDataType.BIGINT, this, """");",The 'parent_id' column appears to reference the same table's primary key (self-referential relationship for hierarchical categories) but lacks a foreign key constraint. Add a foreign key constraint referencing 'mark_category.id' to ensure referential integrity.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MarkMarket.java,56,56,"public final TableField<MarkMarketRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'market_id'. Consider renaming the column to 'market_id' or another meaningful name that reflects the entity it identifies.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MarkMarket.java,66,66,"public final TableField<MarkMarketRecord, Long> ADDRESS_ID = createField(DSL.name(""address_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'address_id' column appears to reference the Address table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Address table's primary key (ADDRESS_PKEY)."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MarkProduct.java,56,56,"public final TableField<MarkProductRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'mark_product_id'. Consider renaming the column to include the table name for clarity and to avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MarkProduct.java,71,71,"public final TableField<MarkProductRecord, Long> CATEGORY_ID = createField(DSL.name(""category_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'category_id' column appears to reference the 'mark_category' table (which has MK_CATEGORY_PKEY) but lacks a foreign key constraint, risking orphaned records and data integrity issues. Add a foreign key constraint referencing the mark_category table's primary key."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MarkProductMarket.java,73,73,"public final TableField<MarkProductMarketRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'mark_product_market_id'. Consider renaming the column to something more meaningful that identifies the entity, such as 'mark_product_market_id' or 'product_market_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MarkProductMarket.java,58,58,"public final TableField<MarkProductMarketRecord, Long> PRODUCT_ID = createField(DSL.name(""product_id""), SQLDataType.BIGINT, this, """");","The 'product_id' column appears to reference the 'mark_product' table (based on MK_PRODUCT_PKEY in Keys) but lacks a foreign key constraint, which could lead to orphaned records or referential integrity issues. Add a foreign key constraint referencing the 'mark_product' table."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MarkProductMarket.java,88,88,"public final TableField<MarkProductMarketRecord, Long> MARKET_ID = createField(DSL.name(""market_id""), SQLDataType.BIGINT, this, """");","The 'market_id' column appears to reference the 'mark_market' table (based on MARKET_PKEY in Keys) but lacks a foreign key constraint, which could lead to orphaned records or referential integrity issues. Add a foreign key constraint referencing the 'mark_market' table."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,58,58,"public final TableField<MisAccountBillRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'account_bill_id'. Consider renaming it to 'account_bill_id' or 'mis_account_bill_id' to make foreign key references self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,73,73,"public final TableField<MisAccountBillRecord, Long> CUSTOMER_ID = createField(DSL.name(""customer_id""), SQLDataType.BIGINT, this, """");","The 'customer_id' column appears to reference the Customer table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Customer table's primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,103,103,"public final TableField<MisAccountBillRecord, Long> BATCH_ID = createField(DSL.name(""batch_id""), SQLDataType.BIGINT, this, """");","The 'batch_id' column appears to reference a batch table (likely BatchBase) but lacks a foreign key constraint, risking referential integrity issues. Add a foreign key constraint to ensure data consistency."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,108,108,"public final TableField<MisAccountBillRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT, this, """");",The 'created_user_id' column appears to reference the Users table but lacks a foreign key constraint. Add a foreign key constraint referencing Users.ID to maintain referential integrity.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,133,133,"public final TableField<MisAccountBillRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint. Add a foreign key constraint referencing Corp.ID to ensure valid corporation references.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountBill.java,153,153,"public final TableField<MisAccountBillRecord, Double> QUANTITY = createField(DSL.name(""quantity""), SQLDataType.DOUBLE.nullable(false), this, """");","The 'quantity' column uses DOUBLE which can cause rounding errors in calculations, especially problematic for financial or inventory data. Change the column type to NUMERIC or DECIMAL with appropriate precision and scale."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountTitle.java,56,56,"public final TableField<MisAccountTitleRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'account_title_id'. Consider renaming the column to something more meaningful that identifies the entity, such as 'account_title_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountTitle.java,81,81,"public final TableField<MisAccountTitleRecord, Long> PARENT_ID = createField(DSL.name(""parent_id""), SQLDataType.BIGINT, this, """");",The 'parent_id' column appears to reference the same table's primary key (self-referencing for hierarchical account titles) but lacks a foreign key constraint. Add a foreign key constraint referencing 'mis_account_title.id' to ensure referential integrity.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisAccountTitle.java,86,86,"public final TableField<MisAccountTitleRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column likely references the 'corp' table but lacks a foreign key constraint. Add a foreign key constraint referencing 'corp.id' (CORP_PKEY exists in Keys) to maintain referential integrity.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisBankAccount.java,55,55,"public final TableField<MisBankAccountRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'bank_account_id'. Consider renaming the primary key to something more meaningful that identifies the entity, such as 'bank_account_id'."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlace.java,59,59,"public final TableField<MisStockPlaceRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'stock_place_id'. Consider renaming the column to 'stock_place_id' or another meaningful name that identifies what entity this key represents.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlace.java,64,64,"public final TableField<MisStockPlaceRecord, Long> PRODUCT_ID = createField(DSL.name(""product_id""), SQLDataType.BIGINT, this, """");","The 'product_id' column appears to reference the Product table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Product table's primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlace.java,129,129,"public final TableField<MisStockPlaceRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, risking data integrity issues. Add a foreign key constraint referencing the Corp table's primary key."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlaceItem.java,57,57,"public final TableField<MisStockPlaceItemRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");","The primary key column is generically named 'id' instead of a more descriptive name like 'stock_place_item_id'. Consider renaming the column to better reflect the entity it identifies, such as 'stock_place_item_id'."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlaceItem.java,62,62,"public final TableField<MisStockPlaceItemRecord, Long> STOCK_PLACE_ID = createField(DSL.name(""stock_place_id""), SQLDataType.BIGINT, this, """");","The column 'stock_place_id' appears to reference the 'mis_stock_place' table but lacks a foreign key constraint, which could lead to orphaned records and data integrity issues. Add a foreign key constraint referencing the 'MIS_STOCK_PLACE_PKEY' primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlaceItem.java,67,67,"public final TableField<MisStockPlaceItemRecord, Long> PRODUCT_ID = createField(DSL.name(""product_id""), SQLDataType.BIGINT, this, """");","The column 'product_id' appears to reference the 'product' table but lacks a foreign key constraint, risking referential integrity violations. Add a foreign key constraint referencing the 'PRODUCT_PKEY' primary key."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlaceItemSub.java,57,57,"public final TableField<MisStockPlaceItemSubRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'stock_place_item_sub_id'. Consider renaming the primary key to something more meaningful that identifies the entity it belongs to.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/MisStockPlaceItemSub.java,63,63,"public final TableField<MisStockPlaceItemSubRecord, Long> STOCK_PLACE_ITEM_ID = createField(DSL.name(""stock_place_item_id""), SQLDataType.BIGINT, this, """");","The column 'stock_place_item_id' appears to reference the 'mis_stock_place_item' table but lacks a foreign key constraint, which could lead to orphaned records and data integrity issues. Add a foreign key constraint referencing MIS_STOCK_PLACE_ITEM_PKEY to enforce referential integrity."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/Product.java,57,57,"public final TableField<ProductRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'product_id'. Consider renaming the column to 'product_id' to make it self-documenting and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Product.java,72,72,"public final TableField<ProductRecord, Long> CATEGORY_ID = createField(DSL.name(""category_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'category_id' column appears to reference the Category table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Category table's primary key."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/Product.java,87,87,"public final TableField<ProductRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");","The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint, which could allow invalid corporation references. Add a foreign key constraint referencing the Corp table's primary key."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,59,59,"public final TableField<ProductionOrderRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'production_order_id'. Consider renaming the column to 'production_order_id' to make foreign key references self-documenting and avoid ambiguity in queries with joins.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,69,69,"public final TableField<ProductionOrderRecord, Double> QUANTITY = createField(DSL.name(""quantity""), SQLDataType.DOUBLE, this, """");","The 'quantity' column uses DOUBLE which can cause precision loss in calculations. Consider using NUMERIC or DECIMAL with appropriate precision and scale (e.g., NUMERIC(12, 3)) to ensure accurate quantity values."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,79,79,"public final TableField<ProductionOrderRecord, Long> BATCH_ID = createField(DSL.name(""batch_id""), SQLDataType.BIGINT, this, """");","The 'batch_id' column appears to reference the BatchBase table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing BatchBase.ID to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,94,94,"public final TableField<ProductionOrderRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint. Add a foreign key constraint referencing Corp.ID to maintain data integrity and prevent invalid corporation references.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,124,124,"public final TableField<ProductionOrderRecord, Long> PARK_BASE_ID = createField(DSL.name(""park_base_id""), SQLDataType.BIGINT, this, """");",The 'park_base_id' column appears to reference the CorpParkBase table but lacks a foreign key constraint. Add a foreign key constraint referencing CorpParkBase.ID to ensure referential integrity.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,134,134,"public final TableField<ProductionOrderRecord, Long> CREATED_USER_ID = createField(DSL.name(""created_user_id""), SQLDataType.BIGINT.nullable(false), this, """");",The 'created_user_id' column appears to reference the Users table but lacks a foreign key constraint. Add a foreign key constraint referencing Users.ID to ensure valid user references.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrder.java,139,139,"public final TableField<ProductionOrderRecord, Long> UPDATED_USER_ID = createField(DSL.name(""updated_user_id""), SQLDataType.BIGINT.nullable(false), this, """");",The 'updated_user_id' column appears to reference the Users table but lacks a foreign key constraint. Add a foreign key constraint referencing Users.ID to ensure valid user references.
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrderItem.java,58,58,"public final TableField<ProductionOrderItemRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'production_order_item_id'. Consider renaming it to better identify the entity it represents and avoid ambiguity in joins.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrderItem.java,63,63,"public final TableField<ProductionOrderItemRecord, Long> PRODUCT_ID = createField(DSL.name(""product_id""), SQLDataType.BIGINT, this, """");","The 'product_id' column appears to reference the Product table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing Product.ID to ensure referential integrity."
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrderItem.java,78,78,"public final TableField<ProductionOrderItemRecord, Long> ORDER_ID = createField(DSL.name(""order_id""), SQLDataType.BIGINT, this, """");",The 'order_id' column appears to reference the ProductionOrder table but lacks a foreign key constraint. Add a foreign key constraint referencing ProductionOrder.ID to maintain data integrity between order items and their parent orders.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrderItem.java,88,88,"public final TableField<ProductionOrderItemRecord, Long> CORP_ID = createField(DSL.name(""corp_id""), SQLDataType.BIGINT, this, """");",The 'corp_id' column appears to reference the Corp table but lacks a foreign key constraint. Add a foreign key constraint referencing Corp.ID to ensure that order items are always associated with valid corporations.
hevan_agri-cloud,Rounding Errors,agri-mis/src/main/java/com/agri/mis/db/tables/ProductionOrderItem.java,68,68,"public final TableField<ProductionOrderItemRecord, Double> QUANTITY = createField(DSL.name(""quantity""), SQLDataType.DOUBLE, this, """");","The 'quantity' column uses DOUBLE which can cause rounding errors in calculations. Since quantities in order items typically require exact precision, consider using NUMERIC or DECIMAL type instead to avoid floating-point arithmetic issues."
hevan_agri-cloud,ID Required,agri-mis/src/main/java/com/agri/mis/db/tables/ProductSku.java,57,57,"public final TableField<ProductSkuRecord, Long> ID = createField(DSL.name(""id""), SQLDataType.BIGINT.nullable(false).identity(true), this, """");",The primary key column is generically named 'id' instead of a more descriptive name like 'product_sku_id'. Consider renaming the column to 'product_sku_id' or another meaningful name that identifies what entity this key represents.
hevan_agri-cloud,Keyless Entry,agri-mis/src/main/java/com/agri/mis/db/tables/ProductSku.java,77,77,"public final TableField<ProductSkuRecord, Long> PRODUCT_ID = createField(DSL.name(""product_id""), SQLDataType.BIGINT.nullable(false), this, """");","The 'product_id' column appears to reference the Product table but lacks a foreign key constraint, which could lead to orphaned records or invalid references. Add a foreign key constraint referencing the Product table's primary key (PRODUCT_PKEY) to ensure referential integrity."
